tx_week,flow_type,tx_count,total_eth,total_usd
2018-12-31 00:00:00.000 UTC,wallet_to_wallet,357,6002680.036192078,925625839.1806844
2019-01-07 00:00:00.000 UTC,wallet_to_wallet,400,6437424.782808472,871106771.8176421
2019-01-14 00:00:00.000 UTC,wallet_to_wallet,282,4886589.4666784555,593429090.6756289
2019-01-21 00:00:00.000 UTC,wallet_to_wallet,234,2723763.344116626,318006376.5570827
2019-01-28 00:00:00.000 UTC,wallet_to_wallet,292,3554612.670096525,380084389.7192303
2019-02-04 00:00:00.000 UTC,wallet_to_wallet,213,2522251.5094024944,274799302.38165826
2019-02-11 00:00:00.000 UTC,wallet_to_wallet,258,2909877.6131400377,356541064.12509644
2019-02-18 00:00:00.000 UTC,wallet_to_wallet,459,5409258.415515246,796009071.2930578
2019-02-25 00:00:00.000 UTC,wallet_to_wallet,379,4932187.373998934,679218926.957994
2019-03-04 00:00:00.000 UTC,wallet_to_wallet,333,3949038.29942559,534152666.5455033
2019-03-11 00:00:00.000 UTC,wallet_to_wallet,312,3636614.723942041,496612256.0663901
2019-03-18 00:00:00.000 UTC,wallet_to_wallet,412,4874062.399734746,676244383.5433686
2019-03-25 00:00:00.000 UTC,wallet_to_wallet,360,4087924.299665814,570587571.6252925
2019-04-01 00:00:00.000 UTC,wallet_to_wallet,753,5898621.661779037,952609949.6432503
2019-04-08 00:00:00.000 UTC,wallet_to_wallet,809,5429117.304363889,941235660.99652
2019-04-15 00:00:00.000 UTC,wallet_to_wallet,715,4835536.609767253,819788595.7098328
2019-04-22 00:00:00.000 UTC,wallet_to_wallet,781,6885427.826743776,1113981561.7459111
2019-04-29 00:00:00.000 UTC,wallet_to_wallet,656,5702308.01607657,920228286.7988168
2019-05-06 00:00:00.000 UTC,wallet_to_wallet,1048,7970191.704535118,1415975413.7352486
2019-05-13 00:00:00.000 UTC,wallet_to_wallet,1635,12112897.14845313,2903787767.5154347
2019-05-20 00:00:00.000 UTC,wallet_to_wallet,1275,6834544.402285945,1711044733.6411052
2019-05-27 00:00:00.000 UTC,wallet_to_wallet,1459,8279813.660481379,2217024065.0995903
2019-06-03 00:00:00.000 UTC,wallet_to_wallet,941,6306426.80920927,1563779721.019422
2019-06-10 00:00:00.000 UTC,wallet_to_wallet,1153,6770899.383905925,1742737599.328318
2019-06-17 00:00:00.000 UTC,wallet_to_wallet,1252,6624963.419275561,1869800433.0844004
2019-06-24 00:00:00.000 UTC,wallet_to_wallet,1621,7726803.769950911,2425485081.870998
2019-07-01 00:00:00.000 UTC,wallet_to_wallet,1082,4256513.452583974,1243878507.6052165
2019-07-08 00:00:00.000 UTC,wallet_to_wallet,1241,8580035.65046005,2492843244.242867
2019-07-15 00:00:00.000 UTC,wallet_to_wallet,857,5303571.157865953,1157056755.163182
2019-07-22 00:00:00.000 UTC,wallet_to_wallet,491,3920029.6523564737,849955826.3114011
2019-07-29 00:00:00.000 UTC,wallet_to_wallet,497,4612676.82664509,992786273.8097136
2019-08-05 00:00:00.000 UTC,wallet_to_wallet,658,4323232.057842091,971193331.8092366
2019-08-12 00:00:00.000 UTC,wallet_to_wallet,490,3670808.283240615,711923610.5735818
2019-08-19 00:00:00.000 UTC,wallet_to_wallet,499,3402466.4250412965,659850910.9509919
2019-08-26 00:00:00.000 UTC,wallet_to_wallet,467,4293991.22976777,755618942.8235604
2019-09-02 00:00:00.000 UTC,wallet_to_wallet,472,3743664.7853932055,659379013.578265
2019-09-09 00:00:00.000 UTC,wallet_to_wallet,423,3732976.456856334,678702870.0966455
2019-09-16 00:00:00.000 UTC,wallet_to_wallet,664,4886478.789622908,1017537037.0581952
2019-09-23 00:00:00.000 UTC,wallet_to_wallet,761,6002430.118366752,1054900384.7219574
2019-09-30 00:00:00.000 UTC,wallet_to_wallet,403,3133782.4097270607,553592175.9642514
2019-10-07 00:00:00.000 UTC,wallet_to_wallet,443,2821778.156196674,520169046.9932516
2019-10-14 00:00:00.000 UTC,wallet_to_wallet,399,3389364.19607928,604316766.4304832
2019-10-21 00:00:00.000 UTC,wallet_to_wallet,540,4525939.004128331,769163293.2916971
2019-10-28 00:00:00.000 UTC,wallet_to_wallet,556,5392457.313275021,988578492.1576248
2019-11-04 00:00:00.000 UTC,wallet_to_wallet,418,3426166.220044236,641968208.8610033
2019-11-11 00:00:00.000 UTC,wallet_to_wallet,335,2627413.033520375,488006530.898128
2019-11-18 00:00:00.000 UTC,wallet_to_wallet,915,5391722.911067728,889065627.9668318
2019-11-25 00:00:00.000 UTC,wallet_to_wallet,650,6317674.596971356,940645529.6978164
2019-12-02 00:00:00.000 UTC,wallet_to_wallet,438,4183362.964364368,620994455.5160401
2019-12-09 00:00:00.000 UTC,wallet_to_wallet,277,2643769.770198702,384762876.7290653
2019-12-16 00:00:00.000 UTC,wallet_to_wallet,568,5861927.102492584,758528782.5132215
2019-12-23 00:00:00.000 UTC,wallet_to_wallet,406,3385374.7672599023,434426473.66347784
2019-12-30 00:00:00.000 UTC,wallet_to_wallet,187,1824356.1385843763,241213644.61934355
