tx_week,flow_type,tx_count,total_eth,total_usd
2018-01-01 00:00:00.000 UTC,wallet_to_wallet,6659,12540212.803343471,12206541253.016607
2018-01-08 00:00:00.000 UTC,wallet_to_wallet,24724,22344954.228658445,28563649744.16147
2018-01-15 00:00:00.000 UTC,wallet_to_wallet,7003,12141182.44266191,13337498678.92722
2018-01-22 00:00:00.000 UTC,wallet_to_wallet,5945,10618153.790548936,11179550788.324991
2018-01-29 00:00:00.000 UTC,wallet_to_wallet,6515,11644136.475662362,12304247336.526804
2018-02-05 00:00:00.000 UTC,wallet_to_wallet,3622,7298581.451106286,5691504715.861153
2018-02-12 00:00:00.000 UTC,wallet_to_wallet,2676,5975519.1849780185,5382632519.373974
2018-02-19 00:00:00.000 UTC,wallet_to_wallet,2303,7621413.295416509,6593641720.810681
2018-02-26 00:00:00.000 UTC,wallet_to_wallet,2689,4685191.070832912,4063651028.3353095
2018-03-05 00:00:00.000 UTC,wallet_to_wallet,2416,5159149.90784317,3968658707.902188
2018-03-12 00:00:00.000 UTC,wallet_to_wallet,2228,7034547.86259402,4368111546.797818
2018-03-19 00:00:00.000 UTC,wallet_to_wallet,1737,4903453.8278246885,2661682896.751913
2018-03-26 00:00:00.000 UTC,wallet_to_wallet,1580,7393659.558799877,3252443657.2173643
2018-04-02 00:00:00.000 UTC,wallet_to_wallet,801,3407950.837550904,1325246232.7132626
2018-04-09 00:00:00.000 UTC,wallet_to_wallet,1231,4425312.681354462,2013625190.037344
2018-04-16 00:00:00.000 UTC,wallet_to_wallet,1744,4516577.304932255,2511293844.611119
2018-04-23 00:00:00.000 UTC,wallet_to_wallet,2962,9030573.77348147,5929248849.721906
2018-04-30 00:00:00.000 UTC,wallet_to_wallet,3168,7126049.702724309,5209790032.710993
2018-05-07 00:00:00.000 UTC,wallet_to_wallet,2885,7828607.519562693,5752938953.179662
2018-05-14 00:00:00.000 UTC,wallet_to_wallet,2328,5067769.91881817,3588427385.0157514
2018-05-21 00:00:00.000 UTC,wallet_to_wallet,2359,7230578.684594313,4473153564.440867
2018-05-28 00:00:00.000 UTC,wallet_to_wallet,2168,7350468.736098244,4160537100.911026
2018-06-04 00:00:00.000 UTC,wallet_to_wallet,2273,5926831.347619645,3547740478.6494365
2018-06-11 00:00:00.000 UTC,wallet_to_wallet,1619,5988734.927856347,3015560624.8999486
2018-06-18 00:00:00.000 UTC,wallet_to_wallet,1309,4086260.78031424,2044604976.5446484
2018-06-25 00:00:00.000 UTC,wallet_to_wallet,1146,4677802.862910084,2073022448.6952777
2018-07-02 00:00:00.000 UTC,wallet_to_wallet,940,3246963.6389745725,1536957403.84171
2018-07-09 00:00:00.000 UTC,wallet_to_wallet,771,3085857.0699000987,1393548859.4868758
2018-07-16 00:00:00.000 UTC,wallet_to_wallet,1164,4004186.7464145375,1902521410.2481835
2018-07-23 00:00:00.000 UTC,wallet_to_wallet,892,2577514.4176945896,1207144028.7941177
2018-07-30 00:00:00.000 UTC,wallet_to_wallet,752,4007960.8852936393,1722170245.247455
2018-08-06 00:00:00.000 UTC,wallet_to_wallet,822,3312739.2861249396,1196902098.5453618
2018-08-13 00:00:00.000 UTC,wallet_to_wallet,985,4496143.115977297,1308909273.2830632
2018-08-20 00:00:00.000 UTC,wallet_to_wallet,590,2645072.1157366913,742390429.9808779
2018-08-27 00:00:00.000 UTC,wallet_to_wallet,642,2767340.9864457934,789287373.1143931
2018-09-03 00:00:00.000 UTC,wallet_to_wallet,1063,7972603.883808395,2030988708.8362403
2018-09-10 00:00:00.000 UTC,wallet_to_wallet,799,4929798.02931195,960837706.4126316
2018-09-17 00:00:00.000 UTC,wallet_to_wallet,549,3511546.957936375,782182914.5090677
2018-09-24 00:00:00.000 UTC,wallet_to_wallet,427,3380786.0673804744,762332095.9295462
2018-10-01 00:00:00.000 UTC,wallet_to_wallet,282,1885234.5540016228,427268676.255269
2018-10-08 00:00:00.000 UTC,wallet_to_wallet,471,2909984.923724711,609479928.5155839
2018-10-15 00:00:00.000 UTC,wallet_to_wallet,526,4691791.263090604,978937214.9613951
2018-10-22 00:00:00.000 UTC,wallet_to_wallet,351,2736785.33946119,562816154.0858393
2018-10-29 00:00:00.000 UTC,wallet_to_wallet,254,2092602.7810176848,421944260.2094058
2018-11-05 00:00:00.000 UTC,wallet_to_wallet,347,2375888.7208320783,505663027.9025939
2018-11-12 00:00:00.000 UTC,wallet_to_wallet,539,3900252.6078614183,718333083.0557753
2018-11-19 00:00:00.000 UTC,wallet_to_wallet,798,8009483.1911088275,1088800989.761629
2018-11-26 00:00:00.000 UTC,wallet_to_wallet,737,26027959.661866356,2955864027.8872623
2018-12-03 00:00:00.000 UTC,wallet_to_wallet,412,4953763.190874744,481453835.1427826
2018-12-10 00:00:00.000 UTC,wallet_to_wallet,190,3184925.2005576403,282909609.68667126
2018-12-17 00:00:00.000 UTC,wallet_to_wallet,618,9113900.455059886,988594278.5552276
2018-12-24 00:00:00.000 UTC,wallet_to_wallet,550,5526565.722479741,748932272.1330286
2018-12-31 00:00:00.000 UTC,wallet_to_wallet,48,492544.8045579871,67646674.1770496
