date,price,volume
2018-07-23,450.05,49054903.2813891
2018-07-24,479.28,74269738.417834
2018-07-25,472.1,80868121.1125076
2018-07-26,462.64,82819272.573007
2018-07-27,470.09,92234746.4567679
2018-07-28,469.29,73310723.7766784
2018-07-29,466.4,64627164.9226595
2018-07-30,456.23,82428123.8069293
2018-07-31,432.22,94399725.7513435
2018-08-01,420.41,88066594.0085525
2018-08-02,410.62,74102793.6254267
2018-08-03,417.52,82442762.712497
2018-08-04,407.21,73796154.8038684
2018-08-05,408.79,64593904.8362998
2018-08-06,405.28,67757484.9446498
2018-08-07,378.21,83083795.0458217
2018-08-08,355.48,100391980.194899
2018-08-09,363.3,88131409.5395446
2018-08-10,331.81,93178451.140294
2018-08-11,317.69,106734997.232087
2018-08-12,317.89,43466733.7459554
2018-08-13,283.81,94158006.4889456
2018-08-14,278.41,127753385.0091796
2018-08-15,281.12,126037140.7260448
2018-08-16,287.17,67837020.5066396
2018-08-17,317.51,103050444.6195969
2018-08-18,294.11,115559326.5701996
2018-08-19,299.42,85661942.2884703
2018-08-20,270.51,63253937.4194838
2018-08-21,281.21,62384768.4079815
2018-08-22,270.8,113458567.7931297
2018-08-23,275.99,75819913.1999267
2018-08-24,281.19,75029435.4282871
2018-08-25,277.55,70728357.0054838
2018-08-26,274.29,63548492.8381071
2018-08-27,287.71,77863316.0042758
2018-08-28,295.44,91895213.4638033
2018-08-29,288.4,94515756.4158804
2018-08-30,283.89,94748097.3749351
2018-08-31,281.41,84967488.7108621
2018-09-01,295.71,86146416.3680798
2018-09-02,295.41,45141040.5627157
2018-09-03,289.09,79640131.706311
2018-09-04,285.3,94920949.9921153
2018-09-05,228.53,136620123.9591297
2018-09-06,229.7,124860778.3771237
2018-09-07,215.22,88670418.8238684
2018-09-08,196.71,65385376.7893882
2018-09-09,195.81,84861381.2832979
2018-09-10,197.15,81950595.0164879
2018-09-11,185.18,89920137.1965744
2018-09-12,183.12,88384821.0111754
2018-09-13,210.68,147281547.1668909
2018-09-14,208.82,177613712.1035491
2018-09-15,221.29,96594593.5603322
2018-09-16,220.17,92372399.9553208
2018-09-17,196.16,173019109.8734984
2018-09-18,208.17,118777847.5744647
2018-09-19,209.79,103133667.4105173
2018-09-20,224.0,121706784.8174097
2018-09-21,247.73,195225669.8238866
2018-09-22,241.01,102510891.9345569
2018-09-23,244.5,57084614.9280021
2018-09-24,228.06,82504630.5176478
2018-09-25,219.62,151991600.882084
2018-09-26,214.42,132187818.9010536
2018-09-27,229.13,128104933.3932339
2018-09-28,221.84,139637602.098122
2018-09-29,231.62,137238908.3763711
2018-09-30,232.94,100778882.0307922
2018-10-01,231.61,74363466.5209959
2018-10-02,225.69,91706335.3382373
2018-10-03,220.77,60784387.6960889
2018-10-04,222.66,35468959.258357
2018-10-05,228.37,30900558.884435
2018-10-06,225.4,22656352.8166308
2018-10-07,226.14,16774573.6880058
2018-10-08,230.01,48017160.0630845
2018-10-09,228.4,22933859.7906438
2018-10-10,226.74,27773272.1574484
2018-10-11,191.58,101069066.8272607
2018-10-12,196.96,42627353.0764674
2018-10-13,201.3,21498264.311397
2018-10-14,197.01,22180535.0688399
2018-10-15,214.39,212166629.5950726
2018-10-16,215.09,31315676.3229606
2018-10-17,212.85,32834161.5160167
2018-10-18,206.24,31567845.7180902
2018-10-19,205.0,52458006.5146688
2018-10-20,207.91,12936322.3431964
2018-10-21,207.49,17462109.6899969
2018-10-22,206.67,42711588.9238288
2018-10-23,205.85,23146110.0040041
2018-10-24,205.35,20049428.2046269
2018-10-25,203.93,15820355.2048038
2018-10-26,204.92,18707018.7840062
2018-10-27,204.45,10280846.4145438
2018-10-28,204.99,9084565.9157548
2018-10-29,196.96,23671711.3937594
2018-10-30,197.27,16501372.8633176
2018-10-31,198.73,22632315.2602598
2018-11-01,199.96,17116621.5351845
2018-11-02,202.35,19559214.4192249
2018-11-03,200.31,14456528.3775608
2018-11-04,212.11,37959621.568273
2018-11-05,210.66,29714567.4106342
2018-11-06,220.74,42534535.8639938
2018-11-07,219.07,45252424.0852285
2018-11-08,212.79,40931506.148422
2018-11-09,210.77,32309082.1975887
2018-11-10,213.25,28019225.0100827
2018-11-11,212.54,28875079.8849474
2018-11-12,212.89,21271725.1845819
2018-11-13,209.84,24176049.6062305
2018-11-14,187.43,82531353.9766622
2018-11-15,184.35,81674273.8857771
2018-11-16,176.89,43450649.948378
2018-11-17,176.2,25452515.6364988
2018-11-18,178.97,25261184.0928033
2018-11-19,150.81,94639227.0313713
2018-11-20,133.82,139191208.4550928
2018-11-21,138.23,97819681.4905397
2018-11-22,126.63,44837388.4512714
2018-11-23,125.02,62657024.0486937
2018-11-24,114.89,57264800.0665808
2018-11-25,118.67,93723314.1234466
2018-11-26,110.68,77211447.3176539
2018-11-27,111.43,56638056.0091172
2018-11-28,122.9,68485222.4434163
2018-11-29,117.98,57140533.5732648
2018-11-30,113.73,48362085.7818422
2018-12-01,118.1,38614493.6264599
2018-12-02,116.57,32184013.7601348
2018-12-03,108.76,36185196.1948889
2018-12-04,109.94,30365546.7521367
2018-12-05,102.71,37519336.0718317
2018-12-06,91.0,58114721.7510634
2018-12-07,93.05,90499447.337842
2018-12-08,90.38,63224518.5473893
2018-12-09,93.26,48533111.8520108
2018-12-10,89.91,37180525.4573109
2018-12-11,87.76,30055007.219609
2018-12-12,89.41,25500398.9286536
2018-12-13,86.34,29089359.8313012
2018-12-14,83.82,27041687.8001072
2018-12-15,83.76,18169124.0002302
2018-12-16,84.67,20783723.6930707
2018-12-17,94.02,42965553.4158694
2018-12-18,100.39,50202945.7917017
2018-12-19,98.74,84862730.2333679
2018-12-20,114.05,93128082.5480073
2018-12-21,107.69,74510414.5879752
2018-12-22,115.2,44814571.6096925
2018-12-23,129.03,118250392.5550972
2018-12-24,138.03,190137361.0658773
2018-12-25,127.6,136600862.0426763
2018-12-26,129.35,102196717.3950557
2018-12-27,113.8,90456912.8883521
2018-12-28,135.3,111865576.4977578
2018-12-29,132.89,136479145.9423473
2018-12-30,137.77,94804050.4933616
2018-12-31,131.45,64763118.1166383
2019-01-01,139.1,54280385.598127
2019-01-02,152.01,138801471.1186518
2019-01-03,146.3,104953535.1485126
2019-01-04,151.97,120827141.5442279
2019-01-05,152.83,120238339.7822187
2019-01-06,153.86,95681339.4600648
2019-01-07,149.34,64310962.9190328
2019-01-08,147.6,65535529.7557393
2019-01-09,148.1,44673066.391582
2019-01-10,124.95,114437025.2827277
2019-01-11,124.65,67782816.3375987
2019-01-12,123.35,37295866.3538343
2019-01-13,114.16,49521201.2764662
2019-01-14,126.95,66801543.3050366
2019-01-15,118.95,79985529.5587708
2019-01-16,121.48,62314225.9960432
2019-01-17,121.54,53854069.2105117
2019-01-18,119.17,28305971.6688854
2019-01-19,122.6,39715159.1649606
2019-01-20,117.47,53833668.9066349
2019-01-21,115.63,35258073.4282649
2019-01-22,117.81,41777737.4704705
2019-01-23,116.44,26975386.3924584
2019-01-24,116.39,25044265.7542041
2019-01-25,115.11,22977175.9541193
2019-01-26,115.34,16978386.1972377
2019-01-27,112.05,28158012.7304768
2019-01-28,105.5,60050129.3863579
2019-01-29,104.45,33427469.3450618
2019-01-30,108.29,35368520.135571
2019-01-31,106.44,31234353.515393
2019-02-01,106.73,25791535.1460238
2019-02-02,110.42,20153872.302919
2019-02-03,107.36,24605892.2887283
2019-02-04,107.68,17312736.6001502
2019-02-05,107.27,17137008.2478395
2019-02-06,104.5,34984364.2970212
2019-02-07,104.48,15530160.6471066
2019-02-08,119.25,67027886.9398639
2019-02-09,119.19,39061582.3914826
2019-02-10,125.12,45929459.1290131
2019-02-11,120.89,47197595.845191
2019-02-12,122.41,41603632.811699
2019-02-13,121.86,39073077.8391656
2019-02-14,120.42,36278326.0774455
2019-02-15,121.67,31111280.2093057
2019-02-16,122.67,26462034.6125396
2019-02-17,133.75,78958054.9589805
2019-02-18,145.69,152756654.6454775
2019-02-19,143.44,109645050.4660972
2019-02-20,148.44,89136482.3716519
2019-02-21,145.69,65199779.5124385
2019-02-22,147.36,53771600.8025665
2019-02-23,157.79,89997516.9234365
2019-02-24,132.1,186688063.414179
2019-02-25,137.87,110348892.9700245
2019-02-26,136.22,58979934.7160016
2019-02-27,135.02,76519497.9080148
2019-02-28,135.34,78861797.5593921
2019-03-01,135.32,41198722.5798789
2019-03-02,132.56,39467507.6857296
2019-03-03,130.6,29447917.2382588
2019-03-04,125.65,51060349.7665833
2019-03-05,136.72,67740644.3311417
2019-03-06,137.4,58701328.649431
2019-03-07,136.81,42271691.2428617
2019-03-08,133.52,44879637.3870354
2019-03-09,137.27,38220614.005662
2019-03-10,135.37,27650702.3793393
2019-03-11,132.67,35285847.7482702
2019-03-12,133.57,25981446.1033466
2019-03-13,131.65,27670734.4309227
2019-03-14,132.2,34099414.8055834
2019-03-15,136.56,39928522.3372778
2019-03-16,140.92,66878173.4518186
2019-03-17,138.67,35051209.9303395
2019-03-18,137.59,39017864.9224565
2019-03-19,138.55,30175322.0784989
2019-03-20,139.01,30757997.8115518
2019-03-21,134.85,42635937.4891712
2019-03-22,135.98,25309122.7264498
2019-03-23,137.28,23922572.3588934
2019-03-24,136.09,27042322.6952009
2019-03-25,133.98,31082445.5932449
2019-03-26,134.18,24490323.0607397
2019-03-27,139.45,43635238.4289265
2019-03-28,137.86,22543474.6122913
2019-03-29,143.25,33098245.9556135
2019-03-30,142.46,36382647.2268952
2019-03-31,141.38,20131931.6990724
2019-04-01,141.24,33234998.6438733
2019-04-02,163.31,138094679.3020432
2019-04-03,159.96,225523896.2014656
2019-04-04,157.36,109082183.5877348
2019-04-05,164.77,84123101.326904
2019-04-06,165.5,87657058.1149817
2019-04-07,174.21,78876773.2967177
2019-04-08,178.72,156417981.3021178
2019-04-09,174.6,75745619.5720787
2019-04-10,177.12,93283836.587114
2019-04-11,164.07,110201659.9478763
2019-04-12,163.19,51556919.1461367
2019-04-13,162.99,29247030.1526373
2019-04-14,167.23,30640985.0609499
2019-04-15,159.95,57215098.1117043
2019-04-16,165.37,39245823.494595
2019-04-17,165.75,37678036.5964673
2019-04-18,173.33,68031293.2325779
2019-04-19,172.64,54991300.1097207
2019-04-20,172.88,43939979.0160537
2019-04-21,168.59,47781349.4020958
2019-04-22,170.52,45832751.057015
2019-04-23,169.16,62784241.170476
2019-04-24,164.78,70076178.2845027
2019-04-25,154.72,67326464.6484704
2019-04-26,157.95,78334214.8744062
2019-04-27,159.31,34294277.9954465
2019-04-28,157.85,24304182.1410825
2019-04-29,155.11,37892463.2904875
2019-04-30,161.83,48352308.3471109
2019-05-01,160.19,30965351.6968463
2019-05-02,161.81,46716417.0127823
2019-05-03,168.06,69185162.5971677
2019-05-04,163.7,51596174.4008955
2019-05-05,163.05,28659516.7862457
2019-05-06,173.0,86112232.475863
2019-05-07,169.18,129206700.1276838
2019-05-08,170.85,50312349.784776
2019-05-09,170.9,48482365.5414184
2019-05-10,172.91,73717438.6539584
2019-05-11,190.2,167180496.7623297
2019-05-12,188.11,157611011.7252508
2019-05-13,195.84,131102303.1385697
2019-05-14,216.4,179717430.3107268
2019-05-15,248.1,135054369.6175697
2019-05-16,264.25,452410350.051738
2019-05-17,244.3,366429299.2028029
2019-05-18,233.6,160450040.8069193
2019-05-19,259.51,207383027.8264837
2019-05-20,250.37,165783106.0770302
2019-05-21,253.43,146749988.2737374
2019-05-22,243.64,149006735.6421766
2019-05-23,244.56,144051488.877393
2019-05-24,248.87,111294049.3667149
2019-05-25,250.22,83665127.8436946
2019-05-26,264.45,115089467.7879579
2019-05-27,270.53,170250734.8917526
2019-05-28,271.03,110617403.6892461
2019-05-29,268.83,102868997.4320186
2019-05-30,254.56,289930479.3621191
2019-05-31,267.9,154783065.7707739
2019-06-01,264.33,121851235.7591843
2019-06-02,268.88,80960737.4054672
2019-06-03,249.91,103602836.6837421
2019-06-04,241.39,154709331.2941874
2019-06-05,245.63,81839286.6165841
2019-06-06,248.76,72417630.0041218
2019-06-07,248.77,87644279.2486556
2019-06-08,243.25,46293916.7909609
2019-06-09,230.98,74594101.4163109
2019-06-10,246.51,75090336.6626488
2019-06-11,244.29,57549753.7376492
2019-06-12,261.15,84660448.5685657
2019-06-13,254.67,75447391.0373403
2019-06-14,262.47,84045849.5425799
2019-06-15,267.82,76053046.5533358
2019-06-16,267.73,123848161.4689518
2019-06-17,273.16,91807270.7108816
2019-06-18,264.66,85335852.9315235
2019-06-19,268.14,55665919.1543959
2019-06-20,271.22,53998507.956007
2019-06-21,294.35,148641528.5342657
2019-06-22,310.79,222036096.3352611
2019-06-23,308.52,131252843.5293641
2019-06-24,311.64,108439071.6445221
2019-06-25,318.26,108143161.2256218
2019-06-26,339.39,341534154.5328709
2019-06-27,298.35,315174509.7084831
2019-06-28,311.05,161838706.7872334
2019-06-29,317.62,130425514.0458484
2019-06-30,292.7,149527443.5798294
2019-07-01,295.07,142871936.7587887
2019-07-02,291.48,140020251.9277511
2019-07-03,301.14,109262202.2252374
2019-07-04,282.73,79507234.7409
2019-07-05,287.47,75165110.6986579
2019-07-06,288.29,57137782.5984704
2019-07-07,304.72,73170809.7629514
2019-07-08,311.97,88890021.7460584
2019-07-09,307.46,96199378.5403265
2019-07-10,289.23,135779813.6086586
2019-07-11,268.63,136450969.6452713
2019-07-12,274.62,72743548.0414527
2019-07-13,268.79,55323572.09371
2019-07-14,225.85,130785858.9998518
2019-07-15,228.2,159784811.6372373
2019-07-16,198.88,151473621.6451511
2019-07-17,210.81,143020071.9619188
2019-07-18,225.73,132637638.7901553
2019-07-19,220.73,81600507.572648
2019-07-20,228.2,74182517.2396253
2019-07-21,225.38,60421739.0469762
2019-07-22,217.51,59602149.0419698
2019-07-23,212.48,67930201.6731321
2019-07-24,216.31,69281797.0165171
2019-07-25,219.14,62017449.3573358
2019-07-26,218.81,42839496.5355307
2019-07-27,207.3,63931823.1551626
2019-07-28,211.62,45414505.7900188
2019-07-29,210.89,47853275.1272464
2019-07-30,209.58,46627086.4841072
2019-07-31,218.42,44416634.9002688
2019-08-01,216.84,40054998.6824046
2019-08-02,217.61,45116694.8592759
2019-08-03,222.14,40285734.5319214
2019-08-04,221.79,29836777.6913328
2019-08-05,233.54,70962003.8432999
2019-08-06,226.28,78590684.0215889
2019-08-07,226.1,63135096.4855769
2019-08-08,221.39,52730777.0692849
2019-08-09,210.53,49415315.754676
2019-08-10,206.48,52534644.5700389
2019-08-11,216.42,39875149.5480282
2019-08-12,211.41,26091487.959004
2019-08-13,209.3,34861802.3965168
2019-08-14,187.1,63597043.1885792
2019-08-15,188.03,44183760.7061055
2019-08-16,184.88,51945182.4708607
2019-08-17,185.59,25599796.9046516
2019-08-18,194.33,33655229.0922308
2019-08-19,202.28,47675347.062822
2019-08-20,196.6,37412398.975662
2019-08-21,187.45,53434048.9529292
2019-08-22,190.35,46426395.0486722
2019-08-23,194.02,37022930.5704567
2019-08-24,190.6,31786227.8626633
2019-08-25,186.54,31935951.290364
2019-08-26,188.67,48298621.3154217
2019-08-27,187.24,29513243.50055
2019-08-28,173.03,59498959.9665215
2019-08-29,169.01,49838097.1661885
2019-08-30,168.5,40216956.5994906
2019-08-31,171.57,32983642.8432588
2019-09-01,170.74,32627380.9318131
2019-09-02,178.05,51446380.4485707
2019-09-03,178.75,58621819.3554533
2019-09-04,174.72,50629395.4918831
2019-09-05,173.75,40247496.5629039
2019-09-06,169.08,54567316.6059573
2019-09-07,177.62,44282963.3065402
2019-09-08,181.19,52424648.7184664
2019-09-09,180.54,49340881.2345897
2019-09-10,179.81,43067898.9051214
2019-09-11,178.28,49657474.9751696
2019-09-12,180.72,36419973.2297372
2019-09-13,180.95,47382425.1919217
2019-09-14,188.13,51424561.3917001
2019-09-15,189.03,54373471.3852245
2019-09-16,197.22,106449156.0300247
2019-09-17,207.84,145945114.8695818
2019-09-18,210.21,114703107.2717186
2019-09-19,220.24,179595728.8138375
2019-09-20,218.03,95069640.6241525
2019-09-21,215.05,90638548.2352924
2019-09-22,211.2,93662351.5045333
2019-09-23,201.29,80922890.4608859
2019-09-24,165.81,263412071.5312026
2019-09-25,169.96,147619414.1358966
2019-09-26,165.92,127948136.2708905
2019-09-27,173.79,106461443.899721
2019-09-28,173.49,90120971.1669136
2019-09-29,169.24,69327213.6474489
2019-09-30,180.85,100443187.7716862
2019-10-01,175.66,109365005.3617921
2019-10-02,180.24,61530973.8042317
2019-10-03,174.69,62001237.4817829
2019-10-04,175.55,58470302.1445434
2019-10-05,176.25,48647162.438982
2019-10-06,170.1,54241930.1254795
2019-10-07,179.85,87617964.5675863
2019-10-08,180.6,72432729.9845929
2019-10-09,192.62,105551736.4844096
2019-10-10,191.14,83367952.3933486
2019-10-11,180.72,115872479.7661273
2019-10-12,179.68,52895345.3826257
2019-10-13,180.99,45067340.4221513
2019-10-14,186.72,51494870.2773636
2019-10-15,180.49,73998014.4472151
2019-10-16,174.47,61180262.7759032
2019-10-17,177.16,52578052.9440327
2019-10-18,172.74,55285684.61343
2019-10-19,171.79,51269466.0425387
2019-10-20,175.22,51654250.0652548
2019-10-21,173.98,47204344.2406268
2019-10-22,171.2,44176123.2085981
2019-10-23,162.35,121126428.2285973
2019-10-24,160.38,62419095.1068171
2019-10-25,181.5,157496890.7226022
2019-10-26,179.49,222906937.7909978
2019-10-27,183.75,132329593.3936198
2019-10-28,181.72,106933716.670613
2019-10-29,190.46,99024969.8434844
2019-10-30,183.13,99508269.890319
2019-10-31,182.18,74696032.7315675
2019-11-01,182.85,60092727.1391759
2019-11-02,182.91,32936676.7082053
2019-11-03,181.54,42260620.3770286
2019-11-04,185.71,59357371.3141338
2019-11-05,188.68,73036074.7809727
2019-11-06,191.16,65471595.2070074
2019-11-07,186.68,58150631.2768295
2019-11-08,183.74,67305417.4050575
2019-11-09,184.89,35441967.7656995
2019-11-10,188.96,51648623.2863399
2019-11-11,184.98,47746876.4565624
2019-11-12,187.09,47636043.3528847
2019-11-13,188.11,36936429.9359435
2019-11-14,184.92,45523714.0985551
2019-11-15,180.0,74217250.1727187
2019-11-16,182.37,31378510.0153897
2019-11-17,183.82,36509968.6991013
2019-11-18,178.2,52985734.2807839
2019-11-19,175.94,48414106.9569336
2019-11-20,174.72,38001672.1930986
2019-11-21,161.01,78641896.2303806
2019-11-22,149.56,147595324.5643929
2019-11-23,151.84,55595157.5640424
2019-11-24,139.96,51503705.1777392
2019-11-25,145.69,106186791.3371651
2019-11-26,147.47,51873405.0392909
2019-11-27,152.62,83505998.0548896
2019-11-28,150.72,48324220.6205619
2019-11-29,154.57,50649319.1209473
2019-11-30,151.37,34617912.1786886
2019-12-01,150.73,51148792.0829982
2019-12-02,148.65,34768563.4718647
2019-12-03,147.17,29061161.1017757
2019-12-04,145.38,63849308.2935722
2019-12-05,148.1,43777241.5908236
2019-12-06,148.45,32549526.3995979
2019-12-07,147.14,20799551.3456956
2019-12-08,150.44,30606289.2853915
2019-12-09,147.38,36345702.3480885
2019-12-10,145.56,29746845.4324287
2019-12-11,143.39,22772651.1681289
2019-12-12,144.87,37425277.0381235
2019-12-13,144.8,23203419.9616187
2019-12-14,141.79,18027581.3595459
2019-12-15,142.46,21495196.818885
2019-12-16,132.73,63632055.5849407
2019-12-17,121.88,71709329.2689193
2019-12-18,132.78,110566290.5693325
2019-12-19,128.1,53766864.1851899
2019-12-20,128.19,27266605.4848642
2019-12-21,126.99,17199278.7946842
2019-12-22,132.09,32938501.021757
2019-12-23,127.8,55501305.920123
2019-12-24,127.75,25667665.1420103
2019-12-25,125.09,28144469.160729
2019-12-26,125.58,34943780.9092039
2019-12-27,126.29,30020098.8891311
2019-12-28,128.11,25177121.1470641
2019-12-29,134.36,41893078.3622121
2019-12-30,131.59,42636559.3824152
2019-12-31,129.16,34678632.1795937
2020-01-01,130.77,18952318.5320643
2020-01-02,127.19,27486853.3948215
2020-01-03,134.35,54139288.2165768
2020-01-04,134.2,24641135.568953
2020-01-05,135.37,34593687.6032748
2020-01-06,144.15,57400544.487257
2020-01-07,142.8,63861666.4047594
2020-01-08,140.72,81184999.7319576
2020-01-09,137.74,50611452.5846448
2020-01-10,144.84,57377525.5626822
2020-01-11,142.38,53149360.5617478
2020-01-12,146.54,33112850.8222346
2020-01-13,143.58,29888095.3670508
2020-01-14,165.64,173492006.2482075
2020-01-15,166.4,119239937.9299424
2020-01-16,164.21,74038650.829131
2020-01-17,169.85,129909265.2561568
2020-01-18,174.14,119388338.7524942
2020-01-19,166.79,105691368.8196623
2020-01-20,166.87,59292534.7174649
2020-01-21,169.49,51615232.5669897
2020-01-22,168.07,45903134.1629132
2020-01-23,162.81,60971659.7745824
2020-01-24,162.54,68980724.0604947
2020-01-25,160.35,35196608.3063368
2020-01-26,167.86,41239031.3379062
2020-01-27,170.08,61846624.6145389
2020-01-28,175.64,81649497.4929489
2020-01-29,173.72,55988230.2743514
2020-01-30,184.69,85164074.082316
2020-01-31,179.99,69633052.2826392
2020-02-01,183.6,47263178.0667823
2020-02-02,188.44,104105613.5587851
2020-02-03,189.69,79336312.5246923
2020-02-04,188.91,68720832.6152937
2020-02-05,203.78,108659358.5359186
2020-02-06,213.19,127874220.8146868
2020-02-07,223.33,138524804.2175759
2020-02-08,223.05,122069507.6551116
2020-02-09,228.49,79674647.0001999
2020-02-10,222.89,113385288.9503017
2020-02-11,236.69,135863928.6243058
2020-02-12,265.74,266734296.5502973
2020-02-13,268.32,291533156.0916954
2020-02-14,285.15,201120424.5832201
2020-02-15,264.88,236287101.0986771
2020-02-16,258.85,286269166.2814369
2020-02-17,267.85,280371301.7549917
2020-02-18,282.61,304162263.306139
2020-02-19,258.45,191887955.7583483
2020-02-20,256.96,249383114.0110113
2020-02-21,265.27,137848242.4279305
2020-02-22,261.57,81781388.3193534
2020-02-23,274.48,120024058.9719663
2020-02-24,265.52,185949182.7085807
2020-02-25,246.67,197442911.5447317
2020-02-26,223.93,324229460.6211602
2020-02-27,227.79,287322727.2967257
2020-02-28,226.76,236064804.3345943
2020-02-29,217.21,123635801.0178253
2020-03-01,217.81,157064953.8422779
2020-03-02,231.97,182948651.6764531
2020-03-03,223.91,168090325.5387924
2020-03-04,224.26,99650220.5416208
2020-03-05,228.38,138081898.2866681
2020-03-06,244.88,148563741.8329924
2020-03-07,237.23,154037325.6113068
2020-03-08,199.43,277970187.8682601
2020-03-09,202.81,332570408.5351529
2020-03-10,200.7,205536190.1939392
2020-03-11,194.61,208232375.1862015
2020-03-12,107.82,548668262.2347234
2020-03-13,134.06,560710331.8421754
2020-03-14,122.54,159192895.5526197
2020-03-15,123.78,163436235.2690902
2020-03-16,111.02,270353891.8050036
2020-03-17,115.67,150800664.0719546
2020-03-18,118.11,137550912.0855171
2020-03-19,136.3,231626928.1607049
2020-03-20,133.48,345856006.7477989
2020-03-21,132.66,162468451.7723149
2020-03-22,122.32,135927941.0795197
2020-03-23,135.92,184851609.124269
2020-03-24,138.42,171156363.6923024
2020-03-25,136.1,141795323.026871
2020-03-26,138.4,101918769.6722933
2020-03-27,131.33,96581886.8789469
2020-03-28,130.98,115166651.9700742
2020-03-29,124.5,69434202.2054717
2020-03-30,132.06,100271145.862563
2020-03-31,132.72,72618183.4805954
2020-04-01,135.69,90063924.2303974
2020-04-02,141.28,159989506.6049454
2020-04-03,141.31,113731706.7149998
2020-04-04,144.1,81640622.8284323
2020-04-05,142.68,59383946.1274414
2020-04-06,171.32,257097597.7838753
2020-04-07,164.63,292710722.5822484
2020-04-08,173.11,173916484.7861551
2020-04-09,169.52,122531131.9559583
2020-04-10,157.81,209535613.3236714
2020-04-11,158.33,98275533.0626367
2020-04-12,158.59,129919934.4437653
2020-04-13,156.29,160423270.303715
2020-04-14,158.45,110710086.104009
2020-04-15,152.73,114640840.1155165
2020-04-16,172.29,273639160.0693875
2020-04-17,170.69,123553456.3196786
2020-04-18,187.4,203132211.9564091
2020-04-19,180.03,181415813.5026948
2020-04-20,170.2,273854539.803801
2020-04-21,170.74,155292048.4357902
2020-04-22,182.7,176079076.9274995
2020-04-23,185.51,270862911.3685654
2020-04-24,187.59,146419748.0816482
2020-04-25,194.21,167703202.4250513
2020-04-26,197.38,148433709.7771867
2020-04-27,196.34,174775637.9272757
2020-04-28,196.24,124476041.8893834
2020-04-29,215.36,338324593.6372917
2020-04-30,206.08,374893029.7743084
2020-05-01,212.02,168339123.3579139
2020-05-02,213.9,94389501.5178164
2020-05-03,209.86,158874887.0783411
2020-05-04,206.48,225451167.6553683
2020-05-05,205.29,131906204.907813
2020-05-06,198.97,178157452.6008412
2020-05-07,212.0,271197927.6650278
2020-05-08,211.31,194579529.4277633
2020-05-09,210.07,124626471.4270353
2020-05-10,187.54,278394290.7597346
2020-05-11,185.73,203391530.2061739
2020-05-12,189.76,126810812.1681708
2020-05-13,199.58,156637596.3649246
2020-05-14,203.29,224233786.1267099
2020-05-15,194.86,179634085.6227692
2020-05-16,200.45,134060788.4941839
2020-05-17,207.0,145341278.6813549
2020-05-18,214.91,226789027.1500804
2020-05-19,214.58,136846948.5568056
2020-05-20,209.98,143704806.1752408
2020-05-21,198.74,203445710.9628449
2020-05-22,207.36,159972608.5341661
2020-05-23,206.6,99461068.1046647
2020-05-24,199.9,138917619.2336207
2020-05-25,204.15,95411610.7976347
2020-05-26,200.89,96116808.8580913
2020-05-27,208.29,101445351.0256632
2020-05-28,220.21,136361627.3464155
2020-05-29,220.67,133220045.4954706
2020-05-30,243.66,238678839.8093044
2020-05-31,231.57,194867426.2941862
2020-06-01,248.23,198791911.8470442
2020-06-02,237.71,230680327.3092915
2020-06-03,244.52,120179301.1789864
2020-06-04,243.21,162460397.6276741
2020-06-05,240.03,122084004.5169755
2020-06-06,241.94,93979350.8126339
2020-06-07,244.56,137165732.6476166
2020-06-08,246.4,93355224.9683087
2020-06-09,243.8,102374504.5738972
2020-06-10,247.78,105797248.2474257
2020-06-11,230.51,195063781.2764491
2020-06-12,237.55,105069425.0901067
2020-06-13,238.11,60087772.6524653
2020-06-14,231.77,71575514.0802726
2020-06-15,230.86,197907504.7787736
2020-06-16,235.3,116456364.2312683
2020-06-17,233.82,111415059.0562623
2020-06-18,231.27,77542070.3332709
2020-06-19,229.0,91117706.1551394
2020-06-20,228.89,69343699.9095483
2020-06-21,228.04,58868166.5061044
2020-06-22,243.13,178707156.1893139
2020-06-23,243.14,107457002.5246246
2020-06-24,234.58,220763040.4337494
2020-06-25,232.5,142697463.3801044
2020-06-26,229.64,144805505.1915824
2020-06-27,220.94,145264632.2638192
2020-06-28,224.93,99423540.1393194
2020-06-29,227.93,134510531.1976673
2020-06-30,225.6,93802207.2735736
2020-07-01,230.99,118322932.8549573
2020-07-02,226.46,134976975.123197
2020-07-03,224.87,71286978.5035675
2020-07-04,229.17,69899468.2799188
2020-07-05,227.56,80528660.6191943
2020-07-06,241.6,203334727.8501395
2020-07-07,239.39,143122828.3751188
2020-07-08,246.95,233460700.7551814
2020-07-09,241.98,157541370.0048182
2020-07-10,241.26,108806462.4650965
2020-07-11,239.19,70548557.6778391
2020-07-12,242.79,112487552.4340124
2020-07-13,239.5,146193291.9106761
2020-07-14,240.44,102105027.1319308
2020-07-15,238.61,88059682.4834364
2020-07-16,233.57,137208323.2015733
2020-07-17,232.67,75931058.422653
2020-07-18,235.67,80046747.8322333
2020-07-19,239.11,82120072.993628
2020-07-20,236.01,94314378.9381991
2020-07-21,245.59,154502240.9411989
2020-07-22,263.74,180692677.2139563
2020-07-23,275.3,287217202.7201216
2020-07-24,279.15,256347245.548149
2020-07-25,305.26,308799629.3611433
2020-07-26,311.0,392346895.3226708
2020-07-27,321.93,527292799.2879138
2020-07-28,316.77,346187853.275929
2020-07-29,317.71,254201662.1334094
2020-07-30,334.87,328286452.5182911
2020-07-31,346.33,323282981.0159196
